id,dt,Durazno,Sarandi_del_yi,Polanco_del_yi,Sarandi_del_Yi_level,Polanco_level,Sarandi_del_Yi_precipitation,Polanco_precipitation,Durazno_precipitation,Precipitaciones_IMERG_Durazno,Precipitaciones_MERRA_Durazno,Precipitaciones_IMERG_Polanco_del_Yi,Precipitaciones_MERRA_Polanco_del_Yi,Precipitaciones_IMERG_Sarandi_del_Yi,Precipitaciones_MERRA_Sarandi_del_Yi,humedad_suelo,Temperatura,ET
136,9/11/16,0.0,0.0,0.0,2.03,5.49,0.0,0.0,0.0,0.0,0.000219292,0.0,0.000219292,0.0,5.95e-05,0.160059809806173,12.802842551360238,3.020302382038498
137,12/13/15,0.008,0.013,0.002,1.4,1.5,6.0,25.0,23.0,12.1234722,0.000485312,13.2123613,0.000485312,19.8148022,0.000689412,0.241005645314343,15.405072501872006,3.022344303251092
138,8/7/17,0.006,0.007,0.009,1.4,4.69,0.0,0.0,0.0,10.0200729,0.025856495,7.58510303,0.025856495,9.43086243,0.004767627,0.2957661836384771,19.99293853239548,3.1056562563196706
139,6/30/20,0.004,0.003,0.007,1.99,5.47,8.0,12.0,12.0,1.92675459,0.495672226,1.2912544,0.495672226,0.799021184,0.24998188,0.2560040505592109,17.369119638223918,2.0743389777223884
140,12/8/16,0.0,0.0,0.0,1.16,2.07,0.0,0.0,0.0,0.081033185,4.88e-06,0.071567439,4.88e-06,0.215942994,1.97e-06,0.2777128426070253,22.34977094347693,2.792958801650512
141,10/19/17,0.0,0.004,0.001,4.72,3.0,26.0,15.0,5.0,10.0096827,0.0,8.93148994,0.0,8.89821243,0.0,0.2111275458016351,16.354875412303564,2.9270268468405924
142,11/15/19,0.0,0.0,0.0,1.64,2.48,0.0,0.0,0.0,0.0,1.77e-06,0.0,1.77e-06,0.0,0.000710576,0.2301389650193605,19.91874759427667,2.3773915492595474
143,3/14/18,0.0,0.0,0.001,0.84,1.32,0.0,0.0,0.0,0.014921444,0.05530715,0.0,0.05530715,0.0,0.064319372,0.312045632675171,11.304585583637309,2.860114025488439
144,5/2/20,0.0,0.0,0.0,1.57,3.75,0.0,0.0,0.0,0.0,0.000933744,0.0,0.000933744,0.0,1.56e-05,0.2360754439534379,16.744883434760006,2.7080310909885137
145,10/7/16,0.002,0.002,0.004,1.18,1.88,0.0,0.0,0.0,9.55994701,0.103586912,10.968894,0.103586912,8.51524258,0.012784079,0.2806359351474155,19.609078537590705,3.0985128500640307
146,2/9/17,0.0,0.0,0.0,1.13,2.52,0.0,0.0,0.0,0.0,0.009723008,0.0,0.009723008,0.0,0.011868775,0.1978420767810988,16.869256842636997,3.042475137243752
147,2/28/19,0.001,0.001,0.0,1.45,4.31,0.0,0.0,0.0,0.007391304,0.037457049,0.0,0.037457049,0.0,0.047260523,0.1927454270942114,20.6169140211668,4.428804879141071
148,7/17/17,0.0,0.0,0.0,1.71,3.59,1.0,0.0,0.0,0.0,8.63e-05,0.0,8.63e-05,0.0,1.51e-06,0.2373643441459975,20.44209598171664,2.4416879586376776
149,12/12/18,0.045,0.045,0.013,1.01,1.83,28.0,15.0,42.0,2.98683286,2.33e-07,3.09009194,2.33e-07,3.15199471,4.92e-06,0.2191546447381688,18.790213187327723,3.537872265355003
150,8/8/18,0.005,0.006,0.007,1.36,3.04,0.0,0.0,2.0,1.41210628,0.008187443,1.70718241,0.008187443,0.908115983,8.62e-08,0.2664233036407393,12.858489081662253,3.4128730551652318
151,11/24/15,0.0,0.0,0.0,1.24,2.18,0.0,0.0,0.0,0.0,0.006195903,0.006176012,0.006195903,0.0,0.001062825,0.3120927557477566,19.985151615210597,3.3507089496813305
152,9/10/18,0.0,0.0,0.001,1.35,3.13,0.0,0.0,0.0,0.0,0.136470795,0.004142698,0.136470795,0.0,0.028444827,0.2530970624030586,19.01612157798696,3.243841118250537
153,6/21/19,0.0,0.0,0.0,2.91,9.48,0.0,0.0,0.0,0.367237717,0.00069486,0.0753958,0.00069486,0.042517904,0.000169891,0.2508596880597901,21.095249019301196,3.28557800552322
154,5/4/20,0.004,0.004,0.003,1.25,2.96,0.0,0.0,1.0,4.45204782,0.003227033,5.73977709,0.003227033,12.5119295,1.29e-05,0.2728631359261564,13.14068184132582,3.576528725189802
155,2/22/17,0.025,0.023,0.001,1.42,3.22,28.0,17.0,2.0,1.22354257,0.00057898,0.393358231,0.00057898,0.0,0.000739074,0.2797357860050318,18.08171449610696,2.6173569784203763
156,10/27/19,0.002,0.001,0.005,1.43,3.28,0.0,0.0,0.0,3.60235691,0.0406757,2.06600308,0.0406757,1.78795934,0.0315696,0.2783605640201718,25.88879024903132,3.4348476764307505
157,4/24/15,0.0,0.0,0.0,0.6225,1.62,0.0,0.0,0.0,0.0,5.66e-24,0.0,5.66e-24,0.0,2.03e-11,0.3025136373209513,16.48397406183266,2.4276865254577773
158,10/31/18,0.0,0.0,0.0,1.11,2.02,8.0,9.0,11.0,0.164846718,0.002544746,0.431500554,0.002544746,1.60954022,1.3e-08,0.29986101232113,14.121699007799988,2.7850665926085845
159,6/3/15,0.0,0.0,0.0,1.18,1.54,0.0,0.0,0.0,0.0,0.317144394,0.019247588,0.317144394,0.0,0.334203243,0.1867879969031122,11.676650170783615,3.671159250286363
160,4/15/19,0.011,0.015,0.003,1.1,1.55,0.0,0.0,0.0,4.08018446,0.010477379,5.26898956,0.010477379,6.39647198,0.015027076,0.2117365164909526,17.56830481694523,1.865647240190931
161,2/2/16,0.0,0.0,0.0,1.06,1.61,0.0,0.0,0.0,0.0,0.163882971,0.0,0.163882971,0.0,0.154870749,0.2695785136417861,13.019571504926583,3.110371773575565
162,1/19/20,0.0,0.0,0.0,1.095,1.47,0.0,0.0,0.0,0.0,1.97e-08,0.024081422,1.97e-08,0.0,1.86e-07,0.2558783020963153,23.382112246684965,2.775706019428449
163,10/27/18,0.0,0.001,0.0,1.14,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31e-06,0.169748870044362,18.84756424238827,2.4539403161356077
164,5/7/19,0.0,0.0,0.0,1.11,1.54,0.0,0.0,0.0,0.176107422,0.0,0.477338076,0.0,0.000307817,0.002720766,0.2001349213446328,8.04351113974455,3.036979937611895
165,11/10/19,0.0,0.0,0.0,1.31,3.09,0.0,0.0,0.0,0.0,5.95e-05,0.0,5.95e-05,0.0,2.04e-05,0.1738382600094838,11.241489871330003,3.321184717484967
166,10/3/19,0.001,0.003,0.001,6.01,7.11,4.0,0.0,1.0,0.0,0.007858872,0.002546765,0.007858872,0.0,0.006802753,0.1826018557792406,15.303231181028984,3.4058467259605445
167,5/21/19,0.018,0.008,0.004,1.135,2.49,43.0,52.0,29.0,2.32358384,0.0,3.23831844,0.0,5.4030571,0.0,0.2404581238576309,18.506519703393995,3.4463158461135097
168,11/27/18,0.009,0.005,0.001,1.05,1.89,0.0,0.0,0.0,0.404789686,3.14e-13,2.04324746,3.14e-13,4.70562172,2.96e-08,0.1601268920178371,12.131572288393093,3.391564078032996
169,11/27/19,0.001,0.003,0.0,1.18,1.98,1.0,0.0,0.0,0.0,0.000141968,0.0,0.000141968,0.002783728,0.000897702,0.1863611873399275,10.5524225501017,3.129417379208128
170,5/10/20,0.0,0.0,0.0,1.17,1.94,0.0,0.0,0.0,0.0,7.07e-07,0.0,7.07e-07,0.0,5.94e-05,0.2860252828658367,15.29271191718763,2.903480999631153
171,10/15/18,0.0,0.0,0.0,3.17,3.92,0.0,0.0,0.0,0.0,4.95e-06,0.0,4.95e-06,0.0,1.67e-06,0.2248912011947393,22.094715077985857,3.0235399041051223
172,12/27/17,0.0,0.0,0.0,1.12,1.53,0.0,0.0,0.0,0.0,5.9e-08,0.0,5.9e-08,0.0,1.11e-06,0.1908171174120885,14.067626529301885,3.8505501364928416
173,10/1/17,0.016,0.007,0.026,1.43,3.16,0.0,0.0,0.0,18.9736462,0.0,10.4212551,0.0,5.10639763,1.29e-08,0.2180029188205758,21.48273222933813,2.685338918281288
174,4/29/20,0.0,0.001,0.0,1.79,4.95,65.0,53.0,44.0,0.0,2.59e-06,0.0,2.59e-06,0.0,5.55e-06,0.2372393112041024,22.434244371004095,2.698672306506105
175,2/13/18,0.0,0.0,0.0,1.02,1.58,0.0,0.0,0.0,0.0,2.31e-07,0.0,2.31e-07,0.0,5.39e-05,0.2231051008965277,17.392908999970338,2.6372626733046225
176,9/5/17,0.0,0.0,0.0,2.83,6.83,31.0,7.0,6.0,0.100848757,0.001619384,0.45297879,0.001619384,0.124908522,0.016817451,0.2349779202200859,14.46664218283858,2.428556395223393
177,7/3/20,0.0,0.0,0.0,2.78,4.19,0.0,0.0,0.0,0.0,0.350081921,0.003552726,0.350081921,0.010692102,0.283563137,0.2901690291707897,15.44475395172077,3.3350763492283217
178,3/23/20,0.0,0.0,0.0,1.11,1.51,0.0,0.0,0.0,0.0,0.000138406,0.0,0.000138406,0.0,0.000367546,0.1513045638413193,18.386998200181065,3.157432757278846
179,11/20/19,0.0,0.0,0.0,1.25,2.58,0.0,0.0,0.0,0.0,0.012502447,0.0,0.012502447,0.0,0.011251867,0.3301072451364739,16.622402825565132,2.674144314634004
180,7/25/15,0.0,0.0,0.0,1.05,1.49,0.0,0.0,0.0,0.0,0.372290611,0.0,0.372290611,0.0,0.435590744,0.1951522473405483,10.388882398559296,2.808849387703647
181,10/27/16,0.001,0.001,0.0,1.16,1.97,12.0,5.0,8.0,0.0,0.264680386,0.007439275,0.264680386,0.145458892,0.611543655,0.1551994867434244,21.63335024201075,2.459210235378052
182,2/13/20,0.0,0.0,0.0,1.12,1.5,0.0,0.0,0.0,0.0,2.78e-22,0.0,2.78e-22,0.0,5.8399999999999996e-24,0.3254895429412817,12.498326581549511,2.6672853197154462
183,9/28/19,0.0,0.0,0.0,1.36,2.65,0.0,0.0,0.0,0.0,2.3700000000000007e-21,0.0,2.3700000000000007e-21,0.0,2.75e-06,0.2975693784842641,15.096281614737048,3.0110240200782368
184,11/4/17,0.0,0.0,0.0,1.4,3.12,0.0,0.0,0.0,0.170702294,4.15e-05,0.085835569,4.15e-05,0.051946547,8.86e-05,0.2241691812042382,11.748921123771105,2.8467973275150955
185,6/3/16,0.0,0.0,0.0,1.63,5.64,5.0,8.0,2.0,0.008521625,6.53e-08,0.0,6.53e-08,0.0,1.67e-07,0.2909833299118352,11.953671981236496,2.951131018997345
186,7/17/19,0.0,0.0,0.0,1.4,2.97,0.0,0.0,0.0,0.0,0.000119547,0.0,0.000119547,0.0,0.001698593,0.2560575333386401,26.40725468383154,3.4771599308770407
187,5/14/17,0.0,0.001,0.0,1.28,1.74,1.0,0.0,0.0,0.0,0.000101578,0.0,0.000101578,0.0,0.000184088,0.2326875595268787,15.860772195900305,3.4622755462234216
188,2/7/18,0.0,0.0,0.0,1.03,1.35,0.0,0.0,0.0,0.0,0.000525126,0.0,0.000525126,0.0,0.004782714,0.2643296563116541,16.672318494370664,3.171035875013504
189,6/1/16,0.0,0.0,0.0,3.32,5.18,0.0,0.0,0.0,0.024324309,6.71e-07,0.082390755,6.71e-07,0.034159869,5.82e-07,0.2865118411117943,22.351214234158697,2.744174402277932
190,9/12/16,0.02,0.025,0.03,1.74,4.67,0.0,0.0,0.0,47.0169449,0.000745361,37.4259796,0.000745361,42.4011269,0.000882614,0.2087362688837115,21.1686416005355,3.0497350747935976
191,9/21/15,0.01,0.014,0.002,0.85,2.03,0.0,0.0,0.0,0.117254138,0.162649155,0.277153075,0.162649155,0.486311257,0.507044792,0.2357118719182093,16.336745584778807,2.933750309047852
192,3/24/19,0.0,0.0,0.0,1.14,1.9,0.0,0.0,0.0,0.0,0.018654764,0.0,0.018654764,0.0,0.01654923,0.3089396072172978,17.30521172181248,3.361607124795894
193,7/30/18,0.0,0.0,0.0,2.52,7.28,0.0,0.0,0.0,0.0,0.001498265,0.0,0.001498265,0.0,0.001426181,0.2973308535036844,16.073080827338785,2.414233066005772
194,3/5/17,0.0,0.0,0.0,1.18,2.19,0.0,0.0,0.0,0.0,1.44e-05,0.0,1.44e-05,0.0,0.002699811,0.3137739502719067,17.53952525703183,3.025595234143624
195,8/27/17,0.0,0.0,0.0,4.51,7.5,26.0,0.0,9.0,0.004741214,0.012690201,0.0,0.012690201,0.0,0.015509874,0.1798135114890166,12.652435173156697,2.9056181887148
196,11/18/15,0.0,0.001,0.0,1.24,1.87,2.0,5.0,2.0,0.014649347,0.40705204,0.009366211,0.40705204,0.01071416,1.83334351,0.3382598329607219,16.08029217981904,2.462457521575364
197,12/12/17,0.0,0.0,0.0,1.1,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44e-10,0.2098736522297213,10.141024833295187,3.0639783776407006
198,4/8/18,0.001,0.002,0.003,1.03,1.39,0.0,0.0,1.0,0.998491228,0.05581677,0.942673564,0.05581677,0.640546441,0.062897801,0.2711396899076158,20.76273774204818,3.2314788627334123
199,5/3/15,0.0,0.0,0.0,0.52,1.36,18.0,17.0,15.0,0.0,2.4700000000000002e-21,0.0,2.4700000000000002e-21,0.0,1.47e-22,0.3109704404444758,13.342273596026647,2.1421752558022527
200,8/11/18,0.0,0.0,0.0,1.3,2.95,0.0,0.0,0.0,0.0,0.002214499,0.0,0.002214499,0.0,5.61e-07,0.2180841754757192,18.623953610053185,3.0275750633888423
201,1/18/20,0.0,0.0,0.0,1.095,1.49,0.0,0.0,0.0,0.0,6.14e-09,0.0,6.14e-09,0.0,1.26e-07,0.1692998852268776,18.69946592271913,2.6571323732717924
202,4/21/19,0.0,0.0,0.0,1.1,1.51,0.0,0.0,0.0,0.0,2.85e-05,0.0,2.85e-05,0.0,2.2e-05,0.2649186903652268,17.060694780117178,2.743582231985287
203,8/3/15,0.003,0.017,0.0,1.04,1.34,2.0,1.0,4.0,0.0,0.110560656,0.0,0.110560656,0.015324083,0.291502476,0.2835695728189056,17.74604554667401,3.56161518984885
204,3/1/17,0.0,0.0,0.0,1.26,2.42,3.0,0.0,0.0,0.0,0.000332552,0.0,0.000332552,0.0,0.000318722,0.1992568988423418,22.50200784898837,3.0107186703498865
205,9/11/15,0.0,0.0,0.0,1.02,2.63,0.0,0.0,0.0,0.0,0.908517838,0.0,0.908517838,0.0,0.186091661,0.1976037286709349,19.380913537730738,2.360174550323352
206,10/21/15,0.0,0.0,0.0,1.66,3.7,0.0,0.0,0.0,0.0,4.42e-07,0.0,4.42e-07,0.0,0.001808815,0.2058055552903228,17.95632124646631,2.683578829859628
207,9/19/19,0.0,0.0,0.0,1.72,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228245095338541,18.963960058351987,3.7047500592549154
208,11/6/18,0.0,0.0,0.0,1.08,1.87,0.0,0.0,0.0,0.027854316,0.0,0.08372163,0.0,0.00951151,4.78e-09,0.2802444658487401,19.099896578765907,3.461476913134993
209,6/11/17,0.0,0.0,0.0,1.31,2.74,0.0,0.0,0.0,0.0,0.003905967,0.0,0.003905967,0.0,0.000994094,0.1870414466150014,15.282587534201902,3.184866159730613
210,3/23/19,0.0,0.0,0.0,1.14,1.98,0.0,0.0,0.0,0.0,0.018205494,0.0,0.018205494,0.0,0.01424253,0.2333768167460487,16.66160039494298,3.4409539369515416
211,5/20/15,0.0,0.0,0.0,1.08,1.35,0.0,0.0,0.0,0.0,0.385916233,0.0,0.385916233,0.0,0.54974556,0.2599108801019562,16.59200724759065,2.5299002814222686
212,6/7/16,0.0,0.0,0.0,1.47,3.64,0.0,0.0,0.0,0.0,4.22e-08,0.0,4.22e-08,0.000296833,1.43e-06,0.2036983973326484,18.13987743373448,2.55133940405958
213,2/19/16,0.002,0.001,0.008,1.22,1.46,0.0,0.0,0.0,43.7616959,0.002861582,26.8759918,0.002861582,10.5592709,1.97e-05,0.259129967672463,10.424835883427397,3.43583445541955
214,6/19/18,0.0,0.0,0.0,2.14,3.26,0.0,0.0,0.0,0.015795087,0.004806183,0.066652581,0.004806183,0.0,1.44e-10,0.2427485048307428,20.183437014843847,2.81858311106166
215,12/5/16,0.0,0.0,0.0,1.26,2.25,0.0,0.0,0.0,0.0,0.00199154,0.0,0.00199154,0.0,5.1e-06,0.1747106486577988,15.536989754406244,2.804556074860651
216,5/28/17,0.001,0.004,0.002,3.51,5.42,1.0,0.0,4.0,0.945652306,0.001217052,4.13831234,0.001217052,2.6997273,5.21e-05,0.2569782023937186,15.849421778276705,2.827580634250401
217,3/21/18,0.0,0.0,0.0,0.99,1.48,0.0,0.0,0.0,0.0,0.016120076,0.0,0.016120076,0.0,0.008479133,0.2955788400212185,18.21581096585524,2.6028950261709687
218,6/27/20,0.0,0.0,0.0,3.67,8.99,0.0,0.0,0.0,0.006418957,0.452971458,0.303139776,0.452971458,0.353199661,0.234103203,0.3221146080375307,18.80631019793618,2.442177778978494
219,4/1/19,0.001,0.0,0.0,1.11,1.7,0.0,0.0,0.0,0.065953642,3.790000000000001e-21,0.127594486,3.790000000000001e-21,0.010398849,3.83e-09,0.3381845909522908,12.853300173478075,2.5409489206228977
220,1/17/18,0.001,0.0,0.014,1.1125,1.61,0.0,0.0,0.0,5.23912477,0.000265811,18.0150261,0.000265811,11.6183119,0.00039814,0.3184617224136294,23.264669840097376,2.7246268581416104
221,5/22/19,0.001,0.001,0.0,1.82,3.78,3.0,5.0,1.0,0.032996904,0.0,0.0,0.0,0.010345861,0.0,0.2348612915215066,9.834123145328377,3.0651416212684075
222,12/4/15,0.013,0.008,0.002,1.18,1.67,1.0,0.0,0.0,0.000678628,0.000161876,0.138563842,0.000161876,0.0,0.000270945,0.288471085793489,12.510204635219791,4.225643225348029
223,11/5/15,0.0,0.0,0.0,1.28,2.37,0.0,0.0,0.0,1.34151447,0.527429581,0.739851773,0.527429581,0.388127685,0.675702095,0.2122377301771977,20.587162134606373,3.709500711109972
224,2/17/16,0.024,0.02,0.036,1.23,1.32,0.0,0.0,2.0,19.8250103,4.57e-05,12.7638311,4.57e-05,16.127615,1.7e-05,0.313984946558152,19.466713129824537,2.7812151153493816
225,5/30/16,0.002,0.002,0.0,1.29,3.49,24.0,12.0,5.0,0.103590615,4.85e-06,0.3310242,4.85e-06,2.40371466,3.17e-06,0.2549666321192793,16.245933230403146,3.173290517133623
226,1/8/19,0.0,0.0,0.0,6.85,6.685,60.0,9.0,12.0,0.000722253,1.51e-05,0.0,1.51e-05,0.130011797,2.97e-06,0.3204235251137864,10.775997518543123,3.358091395766755
227,2/16/18,0.0,0.0,0.0,1.0925,1.43,0.0,0.0,0.0,0.0,0.000293681,0.0,0.000293681,0.0,0.001039356,0.2935124692200238,17.471362573428635,3.0596306077762367
228,6/5/20,0.004,0.008,0.0,1.23,1.98,0.0,0.0,0.0,2.27082705,0.001538079,1.33954263,0.001538079,1.09358549,2.36e-07,0.1885470475845931,14.731403707073888,3.1126562124155024
229,11/7/15,0.0,0.0,0.0,1.26,2.22,0.0,0.0,0.0,0.0,0.174021721,0.0,0.174021721,0.0,0.330662727,0.2118587688641953,10.530221332004352,3.51027555246639
230,11/30/17,0.0,0.0,0.0,1.11,1.76,0.0,0.0,0.0,0.0,8.06e-09,0.0,8.06e-09,0.0,4.62e-06,0.2536386409850715,8.19861219952982,2.7211157714666285
231,5/17/20,0.0,0.0,0.0,1.13,1.67,0.0,0.0,0.0,0.0,4.97e-07,0.0,4.97e-07,0.0,0.000118237,0.2805476097352088,16.630382280001076,2.724855175478022
232,6/18/15,0.0,0.0,0.0,1.36,1.7,0.0,0.0,0.0,0.046496995,2.17e-06,0.008014813,2.17e-06,0.0,1.48e-05,0.2234440242562023,23.93048154695268,3.13516366937676
233,5/30/15,0.0,0.0,0.001,1.25,1.54,0.0,0.0,0.0,0.068665393,0.06531179,0.143700168,0.06531179,0.126294136,0.099375844,0.3258696525862853,17.017064235518976,2.3771473375031
234,2/21/17,0.004,0.004,0.01,1.52,3.7,0.0,0.0,0.0,5.74177074,0.000248523,53.3841286,0.000248523,14.9441166,0.000767363,0.3089128761731025,14.063275438161124,2.6327367159201467
235,3/20/16,0.027,0.029,0.007,0.96,1.55,8.0,6.0,9.0,31.5060062,0.076416135,25.62644,0.076416135,19.4238949,0.07724762,0.1667645005865256,20.824934142205308,2.8327377512836027
236,9/24/17,0.0,0.0,0.0,1.4,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46e-06,0.2304270299179197,22.03650378827876,2.887028400849025
237,9/21/18,0.0,0.0,0.0,1.25,2.19,0.0,0.0,0.0,0.01064553,0.004796125,0.002234446,0.004796125,0.0,9.79e-05,0.185909286864674,14.911191587971464,3.4753305076198453
238,5/5/17,0.0,0.0,0.0,1.14,1.97,0.0,0.0,0.0,0.0,0.005473383,0.0,0.005473383,0.000995481,6.21e-05,0.2304316747144965,18.405659469030017,2.337144002441527
239,6/13/15,0.001,0.001,0.005,1.27,1.59,0.0,0.0,0.0,0.764133096,0.004802831,0.381447852,0.004802831,1.34896803,0.002606772,0.1741346988713275,16.679037247401567,2.977643599515639
240,3/27/16,0.002,0.009,0.0,0.93,1.55,17.0,17.0,9.0,1.53099334,0.247085094,3.40982914,0.247085094,3.31656456,0.124508142,0.2703422699384594,9.23874782334483,2.5344651527819897
241,4/29/16,0.0,0.0,0.0,2.29,6.28,0.0,0.0,0.0,0.290137857,0.003014971,0.435913235,0.003014971,0.148748457,0.000608526,0.3186732389676153,17.778356042706555,3.5266386784294737
242,10/28/15,0.0,0.0,0.0,1.37,2.89,0.0,0.0,0.0,0.0,0.338172913,0.0,0.338172913,0.0,0.007681176,0.2514357609506922,16.43766073027843,2.566473083058624
243,6/9/15,0.003,0.005,0.001,1.08,1.42,0.0,0.0,0.0,0.0,0.004309975,0.0,0.004309975,0.000370658,0.016555935,0.2905353324130516,22.01238284483057,2.695528964793017
244,11/26/15,0.002,0.002,0.002,1.24,2.19,0.0,0.0,0.0,0.548246682,0.020250678,0.29819265,0.020250678,0.241316646,0.050143898,0.1215323274614381,9.722697778980873,3.4451856319522407
245,9/10/15,0.018,0.014,0.006,1.01,2.55,21.0,15.0,17.0,19.6309128,0.210392475,14.2516584,0.210392475,19.4176521,0.055119395,0.2483420883904877,19.07390836977372,3.633490536888408
246,10/28/16,0.0,0.0,0.0,1.16,2.07,0.0,0.0,0.0,0.0,0.642228127,0.0,0.642228127,0.0,0.457692146,0.2725304519323279,21.118186152657387,2.820318043444944
247,5/21/20,0.013,0.026,0.002,1.11,1.6,0.0,4.0,0.0,6.78862572,3.42e-07,13.7670679,3.42e-07,21.5776043,2.6e-05,0.2966964672743901,11.515821085760091,2.820305981364206
248,1/8/18,0.0,0.0,0.0,1.015,1.86,0.0,0.0,0.0,0.0,9.74e-05,0.0,9.74e-05,0.0,0.000139663,0.2495246808263089,22.32330126767552,2.958798793104682
249,4/21/20,0.0,0.0,0.0,1.08,1.41,0.0,0.0,0.0,0.0,1.38e-05,0.0,1.38e-05,0.0,1.06e-05,0.3083217635383097,13.577826868117834,3.253246343695225
250,5/12/19,0.0,0.0,0.0,1.1,1.59,0.0,0.0,0.0,0.0,0.015583634,0.0,0.015583634,0.0,0.013561919,0.1539009159427842,13.630912786823307,4.416228522855841
251,6/24/16,0.0,0.0,0.0,1.09,2.42,0.0,0.0,0.0,0.0,6.74e-08,0.0,6.74e-08,0.0,2.53e-07,0.2621500899656702,19.10318727160371,4.365050594428589
252,6/26/17,0.0,0.0,0.0,1.19,1.99,0.0,0.0,0.0,0.0,2.71e-09,0.0,2.71e-09,0.0,1.98e-08,0.1951218134492744,18.530665021946582,2.8622955691613443
253,6/28/17,0.01,0.014,0.0,1.19,1.98,13.0,0.0,0.0,0.03774761,7.51e-08,0.741244197,7.51e-08,1.31847548,3.74e-07,0.2168847236082292,12.549277770940275,3.064094465827441
254,3/12/19,0.023,0.032,0.023,1.17,1.97,0.0,0.0,0.0,15.1145792,1.85e-09,18.6796894,1.85e-09,24.4877014,8.43e-09,0.274110487371494,20.878401138676303,2.8965412159742643
255,12/4/16,0.0,0.0,0.0,1.28,2.62,0.0,0.0,5.0,0.055686347,0.001700269,0.024459537,0.001700269,0.0,6.33e-06,0.2326521341349924,18.492880876659207,2.593231553556733
256,1/1/16,0.0,0.0,0.002,2.145,4.84,0.0,0.0,0.0,0.0,0.003808737,0.0,0.003808737,0.0,0.007272139,0.3146820618311455,18.63350898399974,3.244491518870439
257,5/16/15,0.0,0.0,0.0,1.235,1.38,0.0,0.0,0.0,0.0,0.499749184,0.0,0.499749184,0.0,0.387632847,0.2266762998341097,15.486314715886683,2.2615182632275364
258,3/11/19,0.0,0.0,0.001,1.17,1.99,0.0,0.0,0.0,0.0,1.47e-08,0.0,1.47e-08,0.0,4.21e-08,0.3339721877821581,16.045760300104092,3.236280763208617
259,7/16/18,0.0,0.0,0.0,1.705,3.48,0.0,0.0,0.0,0.0,0.015221536,0.003449904,0.015221536,0.039783236,0.004514493,0.216981743554396,13.28233171332742,4.131032279314835
260,12/6/18,0.0,0.0,0.0,1.09,1.91,0.0,0.0,0.0,0.013245945,2.32e-05,0.0,2.32e-05,0.0,1.85e-05,0.1591033446851231,17.81640923086988,2.737469904057131
261,6/16/15,0.0,0.0,0.0,1.28,1.6,0.0,0.0,0.0,0.029706806,1.38e-05,0.008478089,1.38e-05,0.0,1.05e-05,0.1916832199569316,24.91561325440611,3.3690110126776305
262,4/18/20,0.0,0.0,0.0,1.08,1.45,0.0,0.0,0.0,0.0,0.005288981,0.0,0.005288981,0.0,0.008103624,0.2293971938460934,19.77106624348769,2.267482760686048
263,12/23/18,0.0,0.0,0.0,2.09,6.785,0.0,0.0,0.0,0.0,0.078481436,0.0,0.078481436,0.0,0.149345398,0.3230062461896399,19.66368400918264,2.511437071050961
264,2/4/18,0.0,0.0,0.0,1.05,1.48,0.0,0.0,0.0,0.0,7.06e-06,0.0,7.06e-06,0.0,1.7e-05,0.3156706389456309,14.905481914711457,3.083190798418936
265,3/27/18,0.0,0.0,0.0,1.01,1.49,0.0,0.0,0.0,0.0,0.071159005,0.0,0.071159005,0.0,0.063300133,0.2349146746877163,17.29931846368835,2.1624959785957927
266,2/3/19,0.0,0.0,0.0,1.47,3.73,1.0,0.0,0.0,0.0,0.176328421,0.0,0.176328421,0.0,0.130087137,0.1918366742669252,14.7136324393394,2.9585116440070145
267,6/3/19,0.0,0.0,0.0,1.19,2.21,0.0,0.0,0.0,0.00095342,0.02508536,0.0,0.02508536,0.003907382,0.016703457,0.2675064614637201,11.590031489570595,4.152761955243269
268,12/9/19,0.0,0.0,0.0,1.13,1.7,0.0,0.0,0.0,0.0,1.88e-07,0.0,1.88e-07,0.025350662,9.2e-05,0.3063863047851037,16.365584012524828,2.754381750221812
269,5/1/15,0.0,0.0,0.001,0.51,1.39,0.0,0.0,0.0,0.01557278,3.43e-22,0.059498608,3.43e-22,0.00220801,2.29e-23,0.2020663720961647,17.316317082253665,2.495904740058781
270,12/16/19,0.0,0.0,0.0,1.13,1.55,15.0,15.0,14.0,0.0,0.002192706,0.0,0.002192706,0.0,0.001433725,0.3034179841311096,13.613567743374963,3.1702145682641407
271,11/17/16,0.002,0.001,0.003,1.71,1.83,2.0,1.0,1.0,1.98416305,0.0,4.42177439,0.0,5.55241871,0.0,0.2711468644287649,23.078484977738803,3.143637002645252
272,4/25/20,0.001,0.0,0.007,1.08,1.39,0.0,0.0,0.0,2.15066338,6.04e-06,2.05278206,6.04e-06,1.59119284,2.83e-07,0.2123213604764695,7.90262170128651,3.15535038611758
273,4/16/17,0.0,0.0,0.001,1.14,1.75,0.0,0.0,0.0,0.0,0.051243603,9.33e-05,0.051243603,0.0,0.015617162,0.3211851330297474,9.181709338125158,3.870972819355084
